brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,OBJECTID,State,State_Code,District,Center,Area_SQKM
307.1,2.6,1.6,2017-01-14,810,Aqua,MODIS,31,6.2,292.7,36.6,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
302.8,1.7,1.3,2017-01-15,715,Aqua,MODIS,54,6.2,279.9,17.1,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
321.7,1.1,1.1,2017-01-16,447,Terra,MODIS,81,6.2,288.2,26.3,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
358.3,1.1,1.1,2017-01-16,447,Terra,MODIS,99,6.2,290.3,101.0,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
303.9,1.5,1.2,2017-01-16,758,Aqua,MODIS,57,6.2,293.1,8.6,D,0,4871.0,Madhesh,2.0,PARSA,,4.2845
305.6,1.0,1.0,2017-01-16,758,Aqua,MODIS,18,6.2,292.6,3.8,D,0,,,,,,
310.0,1.5,1.2,2017-01-16,758,Aqua,MODIS,65,6.2,294.9,13.3,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
302.8,1.0,1.0,2017-01-16,758,Aqua,MODIS,36,6.2,291.5,3.3,D,0,,,,,,
316.7,1.5,1.2,2017-01-16,758,Aqua,MODIS,77,6.2,294.0,23.1,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
315.6,1.3,1.1,2017-01-18,745,Aqua,MODIS,63,6.2,297.7,14.9,D,0,4670.0,Koshi,1.0,SUNSARI,Jhumka,7.7742
308.8,1.0,1.0,2017-01-18,746,Aqua,MODIS,66,6.2,294.6,7.1,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
303.1,1.1,1.0,2017-01-18,746,Aqua,MODIS,39,6.2,285.3,8.5,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
301.4,1.1,1.0,2017-01-18,746,Aqua,MODIS,44,6.2,290.2,5.7,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
300.0,1.3,1.1,2017-01-18,746,Aqua,MODIS,11,6.2,285.7,4.3,D,0,1704.0,Koshi,1.0,SOLUKHUMBU,Chaulakhark,45.3091
303.6,1.1,1.0,2017-01-18,746,Aqua,MODIS,49,6.2,291.3,6.6,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
301.1,3.1,1.7,2017-01-19,651,Aqua,MODIS,43,6.2,287.5,35.4,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
301.7,3.9,1.8,2017-01-20,422,Terra,MODIS,43,6.2,285.8,33.6,D,0,2872.0,Bagmati,3.0,SINDHUPALCHOK,Attarpur,23.2731
307.8,1.0,1.0,2017-01-20,733,Aqua,MODIS,42,6.2,291.9,8.1,D,0,6056.0,Bagmati,3.0,KABHREPALANCHOK,Dhunkharka,12.6078
327.6,1.0,1.0,2017-01-20,733,Aqua,MODIS,85,6.2,299.5,24.3,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
327.4,1.0,1.0,2017-01-20,733,Aqua,MODIS,84,6.2,299.6,23.1,D,0,4028.0,Madhesh,2.0,RAUTAHAT,,6.5277
313.8,1.0,1.0,2017-01-20,733,Aqua,MODIS,52,6.2,289.9,12.6,D,0,2872.0,Bagmati,3.0,SINDHUPALCHOK,Attarpur,23.2731
313.8,1.0,1.0,2017-01-20,733,Aqua,MODIS,63,6.2,292.6,13.3,D,0,2872.0,Bagmati,3.0,SINDHUPALCHOK,Attarpur,23.2731
315.6,1.0,1.0,2017-01-20,733,Aqua,MODIS,63,6.2,300.9,9.8,D,0,4670.0,Koshi,1.0,SUNSARI,Jhumka,7.7742
322.7,1.1,1.0,2017-01-20,733,Aqua,MODIS,74,6.2,296.8,17.1,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
323.4,1.1,1.0,2017-01-20,733,Aqua,MODIS,63,6.2,298.9,17.7,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
310.7,1.0,1.0,2017-01-20,733,Aqua,MODIS,24,6.2,300.1,6.4,D,0,5478.0,Madhesh,2.0,SARLAHI,,6.3855
315.8,1.1,1.0,2017-01-20,733,Aqua,MODIS,72,6.2,298.5,11.6,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
303.6,1.0,1.0,2017-01-20,733,Aqua,MODIS,34,6.2,291.0,5.7,D,0,1620.0,Koshi,1.0,SANKHUWASABHA,Chainpur,12.5205
347.0,1.0,1.0,2017-01-20,733,Aqua,MODIS,95,6.2,299.1,57.0,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
334.3,1.0,1.0,2017-01-20,733,Aqua,MODIS,89,6.2,299.9,33.7,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
317.5,1.1,1.0,2017-01-20,733,Aqua,MODIS,74,6.2,297.8,13.1,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
323.9,1.4,1.2,2017-01-20,734,Aqua,MODIS,83,6.2,288.4,34.6,D,0,4795.0,Lumbini,5.0,BARDIYA,Machad Chowk Dekhi Kusma Bajar Bich,8.4933
308.5,1.0,1.0,2017-01-20,734,Aqua,MODIS,55,6.2,294.3,6.7,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
300.8,1.5,1.2,2017-01-20,734,Aqua,MODIS,20,6.2,275.4,12.3,D,0,392.0,Sudurpashchim,7.0,DARCHULA,Gokuleshwor,8.107
310.2,1.5,1.2,2017-01-20,734,Aqua,MODIS,70,6.2,277.6,24.5,D,0,392.0,Sudurpashchim,7.0,DARCHULA,Gokuleshwor,8.107
311.3,1.4,1.2,2017-01-20,734,Aqua,MODIS,64,6.2,286.5,16.5,D,0,4795.0,Lumbini,5.0,BARDIYA,Machad Chowk Dekhi Kusma Bajar Bich,8.4933
321.5,1.1,1.0,2017-01-21,505,Terra,MODIS,68,6.2,295.2,22.1,D,0,5071.0,Gandaki,4.0,MUSTANG,Jomsom,114.3028
317.4,1.1,1.0,2017-01-21,505,Terra,MODIS,64,6.2,293.7,17.3,D,0,5071.0,Gandaki,4.0,MUSTANG,Jomsom,114.3028
310.6,1.1,1.0,2017-01-21,505,Terra,MODIS,70,6.2,287.9,14.0,D,0,1620.0,Koshi,1.0,SANKHUWASABHA,Chainpur,12.5205
304.6,1.1,1.1,2017-01-21,505,Terra,MODIS,38,6.2,290.2,8.0,D,0,1099.0,Gandaki,4.0,MYAGDI,Babiyachaur,27.9628
305.8,1.1,1.0,2017-01-21,505,Terra,MODIS,60,6.2,283.7,9.6,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
315.9,2.8,1.6,2017-01-21,817,Aqua,MODIS,76,6.2,287.4,66.3,D,0,5071.0,Gandaki,4.0,MUSTANG,Jomsom,114.3028
303.1,1.0,1.0,2017-01-21,2022,Aqua,MODIS,53,6.2,277.0,9.7,N,0,1054.0,Karnali,6.0,MUGU,Sorukot,14.6451
303.5,1.0,1.0,2017-01-22,721,Aqua,MODIS,56,6.2,290.8,6.0,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
303.7,1.3,1.1,2017-01-22,721,Aqua,MODIS,57,6.2,290.0,10.8,D,0,1405.0,Bagmati,3.0,RASUWA,Goljung Besi or Thambuchet,101.3606
332.7,1.1,1.0,2017-01-22,721,Aqua,MODIS,88,6.2,293.5,35.6,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
318.7,1.1,1.0,2017-01-22,721,Aqua,MODIS,66,6.2,285.4,18.3,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
302.6,1.0,1.0,2017-01-23,453,Terra,MODIS,35,6.2,288.8,4.5,D,0,453.0,Koshi,1.0,DHANKUTA,Bhedetar,19.8237
304.0,1.0,1.0,2017-01-23,453,Terra,MODIS,49,6.2,289.6,6.6,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
306.2,1.0,1.0,2017-01-23,453,Terra,MODIS,52,6.2,289.6,7.9,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
311.1,1.4,1.2,2017-01-23,453,Terra,MODIS,58,6.2,298.7,15.3,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
306.4,1.6,1.2,2017-01-23,804,Aqua,MODIS,56,6.2,291.7,10.5,D,0,1099.0,Gandaki,4.0,MYAGDI,Babiyachaur,27.9628
303.1,1.6,1.3,2017-01-23,804,Aqua,MODIS,25,6.2,288.7,7.0,D,0,1099.0,Gandaki,4.0,MYAGDI,Babiyachaur,27.9628
306.6,1.2,1.1,2017-01-23,804,Aqua,MODIS,51,6.2,293.3,6.3,D,0,5276.0,Sudurpashchim,7.0,KAILALI,Durgauli Gabisa Bhawan,14.0281
370.6,1.1,1.0,2017-01-23,805,Aqua,MODIS,100,6.2,300.8,133.2,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
308.3,1.1,1.0,2017-01-23,805,Aqua,MODIS,53,6.2,295.9,6.1,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
313.7,1.1,1.0,2017-01-23,805,Aqua,MODIS,72,6.2,296.6,10.7,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
327.4,1.3,1.1,2017-01-23,805,Aqua,MODIS,85,6.2,298.5,33.8,D,0,146.0,Sudurpashchim,7.0,BAJHANG,Byansi VDC Office,9.6673
339.3,1.1,1.0,2017-01-23,805,Aqua,MODIS,91,6.2,299.4,45.0,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
305.8,1.0,1.0,2017-01-23,2010,Aqua,MODIS,37,6.2,277.0,11.4,N,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
305.6,2.4,1.5,2017-01-24,709,Aqua,MODIS,61,6.2,280.2,30.3,D,0,1026.0,Gandaki,4.0,MANANG,Dharapani,102.7172
306.5,1.4,1.2,2017-01-25,441,Terra,MODIS,41,6.2,290.2,9.8,D,0,453.0,Koshi,1.0,DHANKUTA,Bhedetar,19.8237
313.5,1.2,1.1,2017-01-25,752,Aqua,MODIS,48,6.2,299.4,10.1,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
323.1,1.0,1.0,2017-01-25,752,Aqua,MODIS,65,6.2,300.4,19.3,D,0,1464.0,Karnali,6.0,RUKUM_W,Simali,7.0751
314.1,1.3,1.1,2017-01-25,752,Aqua,MODIS,74,6.2,288.9,18.1,D,0,1405.0,Bagmati,3.0,RASUWA,Goljung Besi or Thambuchet,101.3606
311.0,1.2,1.1,2017-01-25,752,Aqua,MODIS,56,6.2,297.3,8.9,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
303.9,1.7,1.3,2017-01-25,752,Aqua,MODIS,47,6.2,292.0,12.9,D,0,1620.0,Koshi,1.0,SANKHUWASABHA,Chainpur,12.5205
312.0,1.0,1.0,2017-01-25,752,Aqua,MODIS,66,6.2,299.7,5.5,D,0,2023.0,Lumbini,5.0,KAPILBASTU,Krishnanagar Nagarpalika Office,9.5394
305.7,1.1,1.0,2017-01-25,752,Aqua,MODIS,55,6.2,289.9,7.6,D,0,1099.0,Gandaki,4.0,MYAGDI,Babiyachaur,27.9628
301.6,1.3,1.1,2017-01-26,523,Terra,MODIS,48,6.2,278.5,10.5,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
303.8,1.4,1.2,2017-01-26,523,Terra,MODIS,52,6.2,279.6,13.3,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
307.0,1.0,1.0,2017-01-26,524,Terra,MODIS,58,6.2,294.8,4.7,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
320.5,3.4,1.7,2017-01-26,835,Aqua,MODIS,80,6.2,279.3,111.0,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
304.1,3.4,1.7,2017-01-26,835,Aqua,MODIS,25,6.2,279.3,38.1,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
315.2,3.4,1.7,2017-01-26,835,Aqua,MODIS,66,6.2,284.6,84.5,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
313.8,3.4,1.7,2017-01-26,835,Aqua,MODIS,64,6.2,277.5,78.6,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
305.1,2.0,1.4,2017-01-28,823,Aqua,MODIS,61,6.2,293.5,12.3,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
304.6,1.1,1.1,2017-01-29,727,Aqua,MODIS,59,6.2,294.1,5.5,D,0,2299.0,Bagmati,3.0,MAKAWANPUR,Kalikatar,17.1192
313.8,1.5,1.2,2017-01-30,811,Aqua,MODIS,74,6.2,292.1,18.8,D,0,4795.0,Lumbini,5.0,BARDIYA,Machad Chowk Dekhi Kusma Bajar Bich,8.4933
302.7,2.5,1.5,2017-01-31,542,Terra,MODIS,37,6.2,285.7,23.5,D,0,951.0,Gandaki,4.0,LAMJUNG,Gaunda,20.548
302.7,1.9,1.3,2017-01-31,715,Aqua,MODIS,16,6.2,287.7,8.3,D,0,2441.0,Gandaki,4.0,TANAHU,Damauli,33.3328
310.4,1.2,1.1,2017-02-01,758,Aqua,MODIS,34,6.2,298.2,9.2,D,0,1432.0,Lumbini,5.0,RUKUM_E,Sisaghari,38.6817
302.6,1.0,1.0,2017-02-02,529,Terra,MODIS,26,6.2,292.0,7.6,D,0,392.0,Sudurpashchim,7.0,DARCHULA,Gokuleshwor,8.107
311.5,1.0,1.0,2017-02-05,733,Aqua,MODIS,64,6.2,292.8,11.1,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
318.1,1.0,1.0,2017-02-05,733,Aqua,MODIS,77,6.2,290.5,17.8,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
332.2,1.1,1.0,2017-02-05,734,Aqua,MODIS,88,6.2,292.8,32.4,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
310.2,1.0,1.0,2017-02-06,505,Terra,MODIS,62,6.2,296.3,5.9,D,0,6636.0,Madhesh,2.0,BARA,Kalaiya Bazar,6.0659
309.5,1.7,1.3,2017-02-06,817,Aqua,MODIS,64,6.2,296.1,11.3,D,0,,,,,,
308.9,1.3,1.1,2017-02-07,721,Aqua,MODIS,49,6.2,298.5,6.0,D,0,5478.0,Madhesh,2.0,SARLAHI,,6.3855
309.5,2.0,1.4,2017-02-07,722,Aqua,MODIS,69,6.2,294.8,18.7,D,0,1537.0,Karnali,6.0,SALYAN,,20.8406
307.6,2.0,1.4,2017-02-07,722,Aqua,MODIS,66,6.2,295.1,16.2,D,0,1537.0,Karnali,6.0,SALYAN,,20.8406
311.4,3.1,1.7,2017-02-08,804,Aqua,MODIS,0,6.2,286.9,51.2,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
310.5,3.1,1.7,2017-02-08,804,Aqua,MODIS,0,6.2,287.5,43.4,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
306.8,1.2,1.1,2017-02-08,805,Aqua,MODIS,63,6.2,294.2,6.4,D,0,4795.0,Lumbini,5.0,BARDIYA,Machad Chowk Dekhi Kusma Bajar Bich,8.4933
331.6,1.1,1.0,2017-02-08,805,Aqua,MODIS,87,6.2,290.0,32.3,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
302.5,1.2,1.1,2017-02-08,805,Aqua,MODIS,35,6.2,285.3,5.2,D,0,5276.0,Sudurpashchim,7.0,KAILALI,Durgauli Gabisa Bhawan,14.0281
321.3,1.1,1.0,2017-02-08,805,Aqua,MODIS,80,6.2,293.7,17.7,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
300.7,1.5,1.2,2017-02-09,536,Terra,MODIS,17,6.2,284.5,11.2,D,0,5439.0,Karnali,6.0,DOLPA,,786.2029
303.5,1.5,1.2,2017-02-09,536,Terra,MODIS,31,6.2,285.0,13.3,D,0,5439.0,Karnali,6.0,DOLPA,,786.2029
300.2,1.4,1.2,2017-02-09,709,Aqua,MODIS,17,6.2,286.5,7.2,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
304.0,1.4,1.2,2017-02-09,709,Aqua,MODIS,36,6.2,288.4,10.2,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
321.3,1.3,1.1,2017-02-10,752,Aqua,MODIS,60,6.2,306.2,19.4,D,0,5478.0,Madhesh,2.0,SARLAHI,,6.3855
311.7,1.2,1.1,2017-02-10,752,Aqua,MODIS,67,6.2,299.4,8.9,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
324.9,1.9,1.4,2017-02-10,752,Aqua,MODIS,71,6.2,293.9,53.3,D,0,1758.0,Koshi,1.0,TAPLEJUNG,Tellok,16.5487
310.5,1.4,1.2,2017-02-10,752,Aqua,MODIS,33,6.2,299.6,7.8,D,0,6415.0,Madhesh,2.0,DHANUSHA,,5.722
312.6,1.2,1.1,2017-02-10,752,Aqua,MODIS,54,6.2,301.5,9.0,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
305.9,1.3,1.1,2017-02-10,752,Aqua,MODIS,58,6.2,290.1,9.3,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
300.3,1.0,1.0,2017-02-10,753,Aqua,MODIS,16,6.2,288.1,4.3,D,0,730.0,Karnali,6.0,JUMLA,Kalikakhetu,38.3318
308.6,1.1,1.1,2017-02-11,523,Terra,MODIS,43,6.2,296.8,12.4,D,0,5071.0,Gandaki,4.0,MUSTANG,Jomsom,114.3028
306.4,1.3,1.1,2017-02-11,524,Terra,MODIS,56,6.2,295.8,6.5,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
317.7,3.4,1.7,2017-02-11,835,Aqua,MODIS,40,6.2,296.1,65.2,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
317.3,3.4,1.7,2017-02-11,835,Aqua,MODIS,71,6.2,296.5,71.7,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
309.3,3.4,1.7,2017-02-11,835,Aqua,MODIS,64,6.2,294.2,35.5,D,0,6191.0,Sudurpashchim,7.0,KANCHANPUR,SHANKARPUR 2,53.6371
310.8,4.8,2.0,2017-02-11,836,Aqua,MODIS,68,6.2,287.0,96.7,D,0,730.0,Karnali,6.0,JUMLA,Kalikakhetu,38.3318
308.3,4.8,2.0,2017-02-11,836,Aqua,MODIS,63,6.2,287.5,83.6,D,0,730.0,Karnali,6.0,JUMLA,Kalikakhetu,38.3318
316.1,1.0,1.0,2017-02-12,740,Aqua,MODIS,58,6.2,299.0,10.2,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
308.7,1.0,1.0,2017-02-12,740,Aqua,MODIS,44,6.2,298.2,5.7,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
337.8,1.0,1.0,2017-02-12,740,Aqua,MODIS,90,6.2,299.8,36.6,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
330.8,1.0,1.0,2017-02-12,740,Aqua,MODIS,86,6.2,298.2,26.2,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
306.3,1.0,1.0,2017-02-12,740,Aqua,MODIS,30,6.2,292.0,7.6,D,0,3078.0,Bagmati,3.0,DHADING,Sadbhanjhyang,8.1082
325.4,1.2,1.1,2017-02-12,740,Aqua,MODIS,84,6.2,297.3,28.3,D,0,1620.0,Koshi,1.0,SANKHUWASABHA,Chainpur,12.5205
300.8,1.1,1.0,2017-02-12,740,Aqua,MODIS,24,6.2,287.0,5.2,D,0,5204.0,Lumbini,5.0,ROLPA,Liwang,22.5945
309.0,1.0,1.0,2017-02-12,740,Aqua,MODIS,50,6.2,298.3,5.5,D,0,2200.0,Bagmati,3.0,CHITAWAN,Bharatpur,10.0162
310.0,1.2,1.1,2017-02-12,740,Aqua,MODIS,60,6.2,298.0,8.5,D,0,4795.0,Lumbini,5.0,BARDIYA,Machad Chowk Dekhi Kusma Bajar Bich,8.4933
315.3,1.2,1.1,2017-02-12,740,Aqua,MODIS,58,6.2,296.4,15.8,D,0,1620.0,Koshi,1.0,SANKHUWASABHA,Chainpur,12.5205
304.7,1.0,1.0,2017-02-12,740,Aqua,MODIS,55,6.2,290.8,6.5,D,0,3356.0,Gandaki,4.0,GORKHA,Baguwa,18.9052
317.1,1.0,1.0,2017-02-12,740,Aqua,MODIS,77,6.2,285.4,16.0,D,0,1405.0,Bagmati,3.0,RASUWA,Goljung Besi or Thambuchet,101.3606
325.2,1.0,1.0,2017-02-12,740,Aqua,MODIS,80,6.2,303.9,15.5,D,0,5918.0,Madhesh,2.0,MAHOTTARI,,3.5514
