latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
28.259,85.1385,319.5,1,1,2013-01-01,0511,Terra,MODIS,70,6.2,295.5,18,D,0
28.3517,82.9548,308.4,1,1,2013-01-01,0511,Terra,MODIS,67,6.2,288.2,10.5,D,0
29.0575,82.4327,308.6,1.1,1,2013-01-01,0511,Terra,MODIS,33,6.2,287.3,9.1,D,0
28.4146,84.5473,304.5,1,1,2013-01-01,0511,Terra,MODIS,32,6.2,291.5,8.1,D,0
29.0424,81.906,302.7,2.8,1.6,2013-01-01,0824,Aqua,MODIS,41,6.2,290.8,24.7,D,0
28.367,84.1689,329.1,1.2,1.1,2013-01-02,0728,Aqua,MODIS,86,6.2,285.9,40.1,D,0
28.4085,84.1778,315.5,1.2,1.1,2013-01-02,0728,Aqua,MODIS,76,6.2,288.5,20.1,D,0
28.4062,84.1641,313.6,1.2,1.1,2013-01-02,0728,Aqua,MODIS,74,6.2,290.8,18.7,D,0
28.2584,85.131,310.9,1.1,1,2013-01-02,0728,Aqua,MODIS,56,6.2,293.6,11,D,0
28.3713,84.1946,325.6,1.2,1.1,2013-01-02,0728,Aqua,MODIS,84,6.2,284.8,34.1,D,0
28.3919,84.5152,324.5,1.2,1.1,2013-01-02,0728,Aqua,MODIS,83,6.2,286.7,29,D,0
28.3822,84.5153,316.7,1.2,1.1,2013-01-02,0728,Aqua,MODIS,72,6.2,287.2,20,D,0
28.1035,85.7891,325.5,1.1,1,2013-01-02,0728,Aqua,MODIS,84,6.2,290.4,25.4,D,0
29.4114,82.3508,320,1.5,1.2,2013-01-02,0728,Aqua,MODIS,80,6.2,286.4,35.8,D,0
26.6618,87.0555,318.3,1,1,2013-01-02,0728,Aqua,MODIS,74,6.2,301.2,11.6,D,0
26.6603,87.0455,313,1,1,2013-01-02,0728,Aqua,MODIS,43,6.2,301.4,6.9,D,0
28.3692,84.1819,393.2,1.2,1.1,2013-01-02,0728,Aqua,MODIS,100,6.2,291.8,286.9,D,0
29.1737,82.3063,330.7,1.5,1.2,2013-01-02,0728,Aqua,MODIS,87,6.2,283.1,58,D,0
29.4084,82.3341,301.7,1.5,1.2,2013-01-02,0728,Aqua,MODIS,46,6.2,285.1,12.4,D,0
29.131,82.5197,308.2,1.5,1.2,2013-01-02,0728,Aqua,MODIS,56,6.2,290.1,13,D,0
29.1764,82.3213,310.9,1.5,1.2,2013-01-02,0728,Aqua,MODIS,71,6.2,280.4,22.6,D,0
29.1853,82.3148,301,1.2,1.1,2013-01-02,1653,Terra,MODIS,36,6.2,269.7,13,N,0
29.1811,82.3095,312.3,1.2,1.1,2013-01-02,1653,Terra,MODIS,66,6.2,268.8,20.5,N,0
28.3944,84.5276,303.9,1.1,1.1,2013-01-03,0459,Terra,MODIS,39,6.2,283,9.3,D,0
29.6706,81.1022,301.2,1.9,1.3,2013-01-03,0459,Terra,MODIS,21,6.2,287.5,10.9,D,0
28.3662,84.178,300.1,1.2,1.1,2013-01-03,0459,Terra,MODIS,9,6.2,282.3,7.9,D,0
28.2652,85.2492,311.9,1.1,1,2013-01-03,0459,Terra,MODIS,68,6.2,284.7,13.6,D,0
28.2639,85.2589,316.7,1.1,1,2013-01-03,0459,Terra,MODIS,77,6.2,280.6,17.7,D,0
28.382,84.2087,304.2,1.2,1.1,2013-01-03,0459,Terra,MODIS,29,6.2,284,9.3,D,0
28.3806,84.22,300.6,1.2,1.1,2013-01-03,0459,Terra,MODIS,21,6.2,283.8,7,D,0
28.3727,84.2052,301.7,1.2,1.1,2013-01-03,0459,Terra,MODIS,15,6.2,282.7,8.1,D,0
28.4059,84.1759,303,1.2,1.1,2013-01-03,0459,Terra,MODIS,50,6.2,286.6,10.3,D,0
29.0893,81.9765,304.1,1.6,1.3,2013-01-03,0459,Terra,MODIS,46,6.2,281.3,14.8,D,0
26.6617,87.0443,305.7,3.7,1.8,2013-01-03,0810,Aqua,MODIS,43,6.2,293.6,23.3,D,0
29.1272,82.5366,334.7,1.9,1.3,2013-01-03,0811,Aqua,MODIS,89,6.2,293.6,87.2,D,0
29.6739,81.0928,316.5,1.5,1.2,2013-01-03,0811,Aqua,MODIS,77,6.2,286.7,26.6,D,0
29.1255,82.5185,309.6,1.9,1.3,2013-01-03,0811,Aqua,MODIS,26,6.2,292.8,21.7,D,0
29.6722,81.0773,304.4,1.5,1.2,2013-01-03,0811,Aqua,MODIS,25,6.2,285.9,11,D,0
26.666,87.0022,306.5,3.6,1.8,2013-01-03,0811,Aqua,MODIS,51,6.2,294.5,24.5,D,0
29.1369,82.5116,329.8,1.9,1.3,2013-01-03,0811,Aqua,MODIS,86,6.2,289.2,69.1,D,0
29.1387,82.5303,357.4,1.9,1.3,2013-01-03,0811,Aqua,MODIS,99,6.2,289.1,198.3,D,0
29.7542,80.8856,301.1,1.4,1.2,2013-01-04,0542,Terra,MODIS,44,6.2,281.9,13,D,0
26.6916,86.9912,310.4,1.3,1.1,2013-01-04,0715,Aqua,MODIS,58,6.2,296,8,D,0
28.3343,84.8244,300.7,1.7,1.3,2013-01-04,0716,Aqua,MODIS,0,6.2,269.7,17.1,D,0
28.4004,84.1898,302,1.9,1.3,2013-01-04,0716,Aqua,MODIS,50,6.2,278.8,18.6,D,0
28.0962,83.0467,305.7,1.3,1.1,2013-01-05,0759,Aqua,MODIS,50,6.2,292.4,8,D,0
28.4047,84.1794,315.5,1.5,1.2,2013-01-05,0759,Aqua,MODIS,56,6.2,291,25.1,D,0
28.4008,84.1729,305.1,1.5,1.2,2013-01-05,0759,Aqua,MODIS,39,6.2,290,13.5,D,0
28.4022,84.1858,312.8,1.5,1.2,2013-01-05,0759,Aqua,MODIS,73,6.2,289.3,22.4,D,0
28.2721,84.8658,319.9,1.6,1.3,2013-01-05,0759,Aqua,MODIS,80,6.2,290,37.3,D,0
28.2577,85.0574,340.2,1.7,1.3,2013-01-05,0759,Aqua,MODIS,92,6.2,285.1,95.5,D,0
28.2471,85.0665,343.8,1.7,1.3,2013-01-05,0759,Aqua,MODIS,93,6.2,293.1,108.9,D,0
28.7621,82.9145,313.2,1.3,1.1,2013-01-05,0759,Aqua,MODIS,73,6.2,290.6,17.8,D,0
28.7636,82.9269,309.7,1.3,1.1,2013-01-05,0759,Aqua,MODIS,62,6.2,290.4,14.4,D,0
28.2956,84.6628,311.8,1.6,1.2,2013-01-05,0759,Aqua,MODIS,29,6.2,293.3,19.6,D,0
28.2941,84.6491,310,1.6,1.2,2013-01-05,0759,Aqua,MODIS,37,6.2,290.9,16.8,D,0
28.3048,84.6444,308.9,1.6,1.2,2013-01-05,0759,Aqua,MODIS,13,6.2,290.6,15.1,D,0
