YEAR,MONTH,DISTRICT,Brightness,Confidence,ThermalData,FRP,Fire_Count,LAT,LON
2013,3,bara,323.5388888888889,54.44444444444444,305.0777777777778,243.6,18,27.15,84.95
2013,3,bhojpur,301.5,41.0,289.1,6.3,1,,
2013,3,chitawan,322.5261538461539,62.56923076923077,302.5276923076923,1460.9,65,27.7,84.4
2013,3,dang,311.5,80.5,296.15,18.7,2,28.05,82.4
2013,3,dhading,319.2333333333333,60.66666666666666,296.7,55.1,3,27.7,85.2
2013,3,dhankuta,315.4,53.0,302.2,6.3,1,27.0,87.3
2013,3,dhanusha,323.4,61.92307692307692,307.4846153846154,152.6,13,,
2013,3,dolpa,308.45000000000005,39.5,294.35,53.1,2,29.0,82.9
2013,3,doti,319.2,73.0,301.8,11.9,1,29.3,80.95
2013,3,gorkha,309.9,37.5,296.4,11.3,2,28.0,84.6
2013,3,jajarkot,324.0,70.0,304.15,30.6,2,,
2013,3,jhapa,326.65,54.5,306.95,26.2,2,26.7,87.9
2013,3,kalikot,311.3,51.0,295.4,10.7,1,,
2013,3,kanchanpur,320.1777777777777,67.88888888888889,300.1,995.5,27,29.0,80.2
2013,3,lamjung,309.7,55.0,294.6,22.3,1,28.3,84.4
2013,3,mahottari,322.43333333333334,66.16666666666667,304.1222222222222,245.1,18,26.7,85.8
2013,3,makawanpur,324.2421052631579,56.1578947368421,303.5736842105263,355.90000000000003,19,,
2013,3,manang,312.1,26.0,293.8,13.7,1,28.6,84.2
2013,3,morang,318.14,52.3,298.23,124.6,10,26.5,87.3
2013,3,mugu,326.0,57.0,301.90000000000003,79.1,3,29.5,82.1
2013,3,myagdi,310.0,60.0,292.6,15.0,1,28.4,83.6
2013,3,nawalparasi,323.56,70.6,301.34000000000003,101.9,5,27.6,84.0
2013,3,palpa,310.7,31.0,297.9,5.0,1,27.9,83.5
2013,3,parsa,320.4534351145038,58.58015267175573,302.0847328244275,2579.9,131,,
2013,3,rasuwa,315.26666666666665,50.0,293.46666666666664,63.7,3,28.1,85.3
2013,3,rautahat,322.8066666666667,60.66666666666666,304.53333333333336,279.9,15,,
2013,3,rukum,312.7,49.0,293.15,17.2,2,28.65,82.35
2013,3,sankhuwasabha,314.5333333333333,61.66666666666666,289.6666666666667,69.4,3,27.3,87.3
2013,3,saptari,321.46,59.0,306.22,49.8,5,26.6,86.8
2013,3,sarlahi,329.0785714285715,67.0,308.37142857142857,274.5,14,27.0,85.45
2013,3,sindhuli,314.71666666666664,49.0,299.93333333333334,47.900000000000006,6,27.2,85.9
2013,3,siraha,324.025,61.75,308.675,35.8,4,,
2013,3,sunsari,301.4,41.0,291.1,10.7,1,26.75,87.3
2013,3,tanahu,315.95714285714286,54.71428571428572,301.37142857142857,113.6,7,,
2013,3,taplejung,338.175,53.875,292.725,558.6,8,27.4,87.7
2013,3,terhathum,316.7,45.0,301.9,6.8,1,27.1,87.5
2013,3,udayapur,322.72857142857146,59.333333333333336,305.67619047619047,251.1,21,26.9,86.5
2013,4,achham,321.1,45.0,303.9,8.3,1,,
2013,4,arghakhanchi,323.4,40.0,312.5,14.0,2,27.9,83.2
2013,4,bajhang,313.8,55.0,290.1,22.6,1,,
2013,4,banke,322.9271317829457,61.51162790697674,304.6968992248062,1948.4,129,28.1,81.7
2013,4,bara,324.42765957446807,62.08510638297872,307.9531914893617,640.5,47,27.15,84.95
2013,4,bardiya,320.9107142857143,60.035714285714285,304.83214285714286,337.9,28,28.45,81.3
2013,4,bhojpur,324.2333333333333,66.33333333333333,302.53333333333336,387.7,12,,
2013,4,chitawan,319.2495726495726,58.12820512820513,302.2521367521368,1852.6,117,27.7,84.4
2013,4,dang,323.8428571428572,60.767857142857146,308.62142857142857,706.8,56,28.05,82.4
2013,4,dhading,315.8836363636364,59.018181818181816,299.7381818181818,616.4,55,27.7,85.2
2013,4,dhankuta,320.93333333333334,59.333333333333336,303.8666666666667,40.6,3,27.0,87.3
2013,4,dhanusha,318.9384615384615,60.23076923076923,304.7,124.7,13,,
2013,4,dolakha,317.25,60.5,292.5,41.2,2,,
2013,4,dolpa,310.70000000000005,60.0,293.20000000000005,193.8,2,29.0,82.9
2013,4,gorkha,319.2269230769231,60.42307692307692,303.4153846153846,258.6,26,28.0,84.6
2013,4,gulmi,325.325,55.25,301.85,85.5,4,28.1,83.2
2013,4,humla,335.25,81.5,300.75,60.3,2,30.0,81.8
2013,4,ilam,310.95,62.333333333333336,296.15000000000003,73.9,6,26.9,88.0
2013,4,jajarkot,317.5,73.0,287.0,16.2,1,,
2013,4,jhapa,320.25,66.0,302.275,86.30000000000001,4,26.7,87.9
2013,4,kabhrepalanchok,315.9,64.93333333333334,297.65333333333336,256.9,15,,
2013,4,kailali,324.19,62.8,308.01,114.4,10,28.7,80.8
2013,4,kalikot,321.3,58.0,298.1,66.3,2,,
2013,4,kanchanpur,327.8370370370371,55.77777777777778,308.1703703703704,539.4,27,29.0,80.2
2013,4,kapilbastu,321.895,55.65,308.045,194.5,20,,
2013,4,kaski,322.5,58.8,301.6,66.1,5,28.2,83.9
2013,4,kathmandu,316.65,50.0,299.04999999999995,22.9,2,27.73,85.37
2013,4,khotang,319.7555555555556,57.44444444444444,302.9,352.8,18,,
2013,4,lalitpur,316.75714285714287,70.14285714285714,301.9428571428571,90.3,7,27.63,85.33
2013,4,lamjung,314.45,44.5,299.9,26.6,4,28.3,84.4
2013,4,mahottari,319.535,65.25,303.82,235.6,20,26.7,85.8
2013,4,makawanpur,317.09343065693434,58.48175182481752,301.458394160584,1526.0,137,,
2013,4,morang,315.4875,53.8125,299.325,175.1,16,26.5,87.3
2013,4,myagdi,316.3333333333333,40.0,299.76666666666665,35.0,3,28.4,83.6
2013,4,nawalparasi,321.93333333333334,57.60714285714285,304.0988095238095,1323.6,84,27.6,84.0
2013,4,nuwakot,316.7333333333333,67.33333333333333,300.1,58.3,6,27.85,85.25
2013,4,palpa,321.20000000000005,52.0,308.8,16.9,2,27.9,83.5
2013,4,panchthar,307.5,44.0,294.3333333333333,33.7,3,,
2013,4,parsa,321.38367346938776,60.44897959183673,304.1387755102041,720.5,49,,
2013,4,pyuthan,323.6,58.5,302.8375,134.3,8,,
2013,4,rasuwa,322.2,63.0,308.0,9.0,1,28.1,85.3
2013,4,rautahat,325.95454545454544,66.86363636363636,306.35,453.9,22,,
2013,4,rolpa,324.2,68.0,304.1,29.5,1,,
2013,4,rukum,321.3333333333333,61.0,305.2333333333333,45.1,3,28.65,82.35
2013,4,rupandehi,317.92,62.3,301.72,116.0,10,27.57,83.47
2013,4,salyan,324.6125,61.0,309.4875,82.6,8,28.4,82.1
2013,4,sankhuwasabha,326.55,72.0,298.7125,464.5,8,27.3,87.3
2013,4,saptari,321.375,56.25,307.475,46.8,4,26.6,86.8
2013,4,sarlahi,317.4516129032258,56.935483870967744,302.2838709677419,334.2,31,27.0,85.45
2013,4,sindhuli,318.461971830986,60.063380281690144,302.10985915492955,2082.8,142,27.2,85.9
2013,4,sindhupalchok,319.1,59.0,286.3,418.8,4,,
2013,4,siraha,321.3888888888889,65.22222222222223,306.8111111111112,84.6,9,,
2013,4,solukhumbu,322.3333333333333,69.0,295.6666666666667,312.3,6,28.0,86.8
2013,4,sunsari,322.3375,50.8125,304.60625,213.3,16,26.75,87.3
2013,4,surkhet,329.625,69.75,309.55,54.2,4,28.75,81.4
2013,4,syangja,323.6,62.0,308.5,8.2,1,28.0,83.85
2013,4,tanahu,316.54,52.9,300.52750000000003,408.0,40,,
2013,4,taplejung,344.88,56.4,291.04,619.5,5,27.4,87.7
2013,4,udayapur,318.28000000000003,61.90909090909091,303.06545454545454,605.7,55,26.9,86.5
2013,5,achham,317.4833333333333,50.388888888888886,301.7333333333333,274.8,18,,
2013,5,baitadi,324.43333333333334,64.66666666666667,304.2333333333333,37.3,3,29.5,80.5
2013,5,bajhang,322.8,48.25,298.625,116.9,4,,
2013,5,banke,326.08181818181816,74.72727272727273,307.04545454545456,183.5,11,28.1,81.7
2013,5,bardiya,324.892,67.144,305.7992,2710.6,125,28.45,81.3
2013,5,chitawan,323.3,68.0,309.4,10.9,1,27.7,84.4
2013,5,dadeldhura,322.625,51.0,306.025,43.0,4,29.3,80.6
2013,5,dang,320.125,75.0,304.6,50.6,4,28.05,82.4
2013,5,dhading,308.2,44.0,296.1666666666667,24.3,3,27.7,85.2
2013,5,dhankuta,324.26666666666665,68.33333333333333,305.53333333333336,48.8,3,27.0,87.3
2013,5,doti,318.7714285714286,57.71428571428572,302.7,104.5,7,29.3,80.95
2013,5,gulmi,300.8,33.0,290.7,5.1,1,28.1,83.2
2013,5,jajarkot,339.7,87.0,307.4,33.1,1,,
2013,5,jumla,325.1857142857143,60.57142857142857,297.2714285714286,256.2,7,29.3,82.2
2013,5,kailali,325.90833333333336,59.333333333333336,308.6,188.0,12,28.7,80.8
2013,5,kanchanpur,329.9222222222222,63.22222222222222,303.9777777777778,401.3,9,29.0,80.2
2013,5,kapilbastu,324.8333333333333,65.33333333333333,300.7333333333333,67.0,3,,
2013,5,khotang,323.2,49.0,306.9,11.4,1,,
2013,5,mugu,332.0,77.33333333333333,303.1,199.9,3,29.5,82.1
2013,5,nuwakot,312.7,85.0,291.8,17.1,1,27.85,85.25
2013,5,palpa,324.7,70.0,305.0,26.6,1,27.9,83.5
2013,5,panchthar,333.1666666666667,77.66666666666667,309.2,89.4,3,,
2013,5,parsa,305.5,64.0,294.8,5.2,1,,
2013,5,pyuthan,311.26666666666665,81.0,292.3333333333333,35.9,3,,
2013,5,ramechhap,311.0571428571429,64.57142857142857,294.35714285714283,104.0,7,,
2013,5,salyan,318.33125,50.6875,302.8625,251.1,16,28.4,82.1
2013,5,sindhuli,320.625,56.75,301.8,65.7,4,27.2,85.9
2013,5,sindhupalchok,319.3,58.0,302.16,67.3,5,,
2013,5,surkhet,320.68888888888887,58.5,304.5388888888889,410.2,36,28.75,81.4
2013,6,kanchanpur,332.55,73.66666666666667,296.3666666666667,368.0,6,29.0,80.2
2013,7,nawalparasi,319.5,63.0,295.9,12.7,1,27.6,84.0
2013,8,doti,313.2,45.0,297.1,7.5,1,29.3,80.95
2013,9,bara,316.2,67.0,301.2,12.9,1,27.15,84.95
2013,9,parsa,313.5,42.0,296.3,11.2,1,,
2013,9,sunsari,322.4,52.0,306.2,10.7,1,26.75,87.3
2013,10,dang,309.7,57.0,295.7,7.8,1,28.05,82.4
2013,10,dolpa,301.2,30.0,286.5,20.3,1,29.0,82.9
2013,10,humla,328.1,76.33333333333333,285.7333333333333,92.4,3,30.0,81.8
2013,10,kanchanpur,317.5,72.0,298.8,11.9,1,29.0,80.2
2013,10,mustang,305.1,0.0,286.8,9.1,1,28.7,83.67
2013,10,nawalparasi,314.4,66.0,295.8,9.0,1,27.6,84.0
2013,10,rukum,305.0,57.0,289.6,7.8,1,28.65,82.35
2013,10,taplejung,301.4,32.0,290.8,4.0,1,27.4,87.7
2013,11,baglung,316.1,76.33333333333333,289.06666666666666,131.5,3,28.3,83.6
2013,11,bajhang,315.15,64.0,288.75,29.6,2,,
2013,11,bajura,308.975,47.25,292.95,56.0,4,,
2013,11,chitawan,312.5,64.0,296.0,8.5,1,27.7,84.4
2013,11,gorkha,303.6,52.0,289.2,7.9,1,28.0,84.6
2013,11,humla,312.96666666666664,45.333333333333336,293.3666666666666,95.6,3,30.0,81.8
2013,11,jumla,300.5333333333333,23.666666666666668,288.3333333333333,16.5,3,29.3,82.2
2013,11,kalikot,315.0333333333333,63.66666666666666,288.0333333333333,86.4,3,,
2013,11,kanchanpur,325.5,73.0,297.5,70.5,3,29.0,80.2
2013,11,kapilbastu,315.1,69.0,299.8,7.1,1,,
2013,11,kaski,312.75,67.0,288.85,26.6,2,28.2,83.9
2013,11,mugu,315.7333333333333,64.0,295.05,104.8,6,29.5,82.1
2013,11,myagdi,309.7333333333333,62.333333333333336,288.6666666666667,48.8,3,28.4,83.6
2013,11,parsa,310.575,63.0,298.25,29.7,4,,
2013,11,rukum,314.125,65.0,286.7,107.8,4,28.65,82.35
2013,11,rupandehi,315.45,69.0,301.6,18.200000000000003,2,27.57,83.47
2013,11,taplejung,309.4,58.5,286.55,35.3,2,27.4,87.7
2013,12,baglung,346.5,95.0,282.8,111.2,1,28.3,83.6
2013,12,bajhang,310.7111111111111,51.77777777777778,289.01666666666665,312.0,18,,
2013,12,bajura,314.3666666666667,60.0,292.1,108.3,3,,
2013,12,bara,316.9,73.0,299.2,9.3,1,27.15,84.95
2013,12,chitawan,305.8,62.0,295.1,9.6,1,27.7,84.4
2013,12,dailekh,300.2,28.0,287.3,5.4,1,28.8,81.7
2013,12,darchula,317.0,70.0,294.25,47.5,2,29.9,80.6
2013,12,dhading,301.7,23.0,284.2,13.6,2,27.7,85.2
2013,12,dhankuta,300.4,13.0,289.1,2.8,1,27.0,87.3
2013,12,dolpa,308.925,35.25,292.575,120.1,8,29.0,82.9
2013,12,gorkha,316.26363636363635,63.0,290.1272727272727,448.5,11,28.0,84.6
2013,12,humla,316.4764705882353,58.588235294117645,289.2352941176471,503.3,17,30.0,81.8
2013,12,jajarkot,325.45000000000005,78.5,291.35,54.8,2,,
2013,12,kailali,311.75,71.0,294.1,22.0,2,28.7,80.8
2013,12,kalikot,305.925,44.0,287.5,39.3,4,,
2013,12,kanchanpur,304.625,57.25,293.475,32.4,4,29.0,80.2
2013,12,kaski,308.1,47.5,284.75,37.7,2,28.2,83.9
2013,12,lamjung,315.46,70.4,288.82,84.1,5,28.3,84.4
2013,12,makawanpur,303.3,53.0,292.3,6.4,1,,
2013,12,mugu,300.3,35.0,277.6,12.9,1,29.5,82.1
2013,12,mustang,306.53333333333336,39.66666666666666,281.9,94.6,3,28.7,83.67
2013,12,myagdi,316.6,66.125,291.0,394.4,8,28.4,83.6
2013,12,parsa,310.95384615384614,64.53846153846153,297.6384615384616,81.5,13,,
2013,12,rukum,308.96666666666664,59.0,288.8666666666667,40.1,3,28.65,82.35
2013,12,rupandehi,314.9,69.0,300.3,7.6,1,27.57,83.47
2013,12,salyan,304.65,58.0,293.04999999999995,20.3,2,28.4,82.1
2013,12,sindhupalchok,322.0,78.66666666666667,286.9777777777778,469.5,9,,
2013,12,solukhumbu,302.0,30.5,284.0,15.4,2,28.0,86.8
2014,1,baglung,306.79999999999995,58.0,283.5,19.9,2,28.3,83.6
2014,1,bajura,305.95,46.5,288.05,17.7,2,,
2014,1,chitawan,307.7454545454545,57.63636363636363,292.93636363636364,184.8,11,27.7,84.4
2014,1,dailekh,307.1,61.0,296.1,12.0,1,28.8,81.7
2014,1,darchula,307.3333333333333,49.66666666666666,290.6,33.2,3,29.9,80.6
2014,1,dhading,306.1,42.0,290.8,6.4,1,27.7,85.2
2014,1,dhanusha,308.1,63.0,295.8,6.7,1,,
2014,1,dolpa,306.7,39.0,289.95,39.7,4,29.0,82.9
2014,1,gorkha,308.5692307692308,51.38461538461539,288.8769230769231,286.90000000000003,13,28.0,84.6
2014,1,humla,325.51666666666665,71.83333333333333,277.06666666666666,421.0,6,30.0,81.8
2014,1,ilam,305.6,15.0,293.7,3.9,1,26.9,88.0
2014,1,jajarkot,307.2,39.5,293.5,17.6,2,,
2014,1,kapilbastu,307.3666666666667,61.66666666666666,294.2333333333333,27.6,3,,
2014,1,kaski,306.54999999999995,42.5,289.6,39.0,2,28.2,83.9
2014,1,lamjung,322.2583333333333,68.75,288.65833333333336,444.4,12,28.3,84.4
2014,1,makawanpur,307.79999999999995,45.0,293.05,14.9,2,,
2014,1,mugu,304.2,41.0,287.40000000000003,70.0,3,29.5,82.1
2014,1,rautahat,307.3,62.0,296.4,5.0,1,,
2014,1,rukum,309.8142857142857,51.42857142857143,294.25714285714287,93.9,7,28.65,82.35
2014,1,sankhuwasabha,315.56,65.2,288.68,96.8,5,27.3,87.3
2014,1,saptari,317.55,61.25,300.025,47.6,4,26.6,86.8
2014,1,sarlahi,302.0,48.0,291.9,3.1,1,27.0,85.45
2014,1,sindhupalchok,315.6,72.33333333333333,294.0333333333333,53.2,3,,
2014,1,solukhumbu,314.5333333333333,58.0,291.0333333333333,187.7,3,28.0,86.8
2014,1,sunsari,321.65,57.75,297.275,75.9,4,26.75,87.3
2014,1,tanahu,306.6,64.0,294.5,12.0,1,,
2014,1,taplejung,332.65,78.0,287.35,161.2,2,27.4,87.7
2014,2,baitadi,306.7,64.0,288.7,6.0,1,29.5,80.5
2014,2,bajhang,302.5,44.5,289.6,58.5,2,,
2014,2,bajura,314.86,57.4,294.6,303.1,5,,
2014,2,bardiya,304.2,51.66666666666666,289.0333333333333,17.8,3,28.45,81.3
2014,2,bhojpur,312.0,49.0,297.9,6.1,1,,
2014,2,chitawan,321.6727272727273,66.72727272727273,297.4318181818182,668.1,22,27.7,84.4
2014,2,dhading,318.7,77.0,288.4,34.6,1,27.7,85.2
2014,2,dolakha,309.5,57.0,291.7,7.5,1,,
2014,2,dolpa,325.05,70.0,297.3,42.900000000000006,2,29.0,82.9
2014,2,gorkha,314.94444444444446,62.55555555555556,290.8666666666667,261.7,9,28.0,84.6
2014,2,humla,301.6,31.0,287.7,7.1,1,30.0,81.8
2014,2,jajarkot,302.9,54.0,286.3,6.6,1,,
2014,2,jumla,314.3,70.0,282.6,15.4,1,29.3,82.2
2014,2,kalikot,302.8,26.0,291.4,5.8,1,,
2014,2,kanchanpur,316.7692307692308,72.07692307692308,294.7153846153846,280.2,13,29.0,80.2
2014,2,kaski,311.5,57.5,290.45,56.1,2,28.2,83.9
2014,2,lamjung,310.04,52.4,288.2,98.1,5,28.3,84.4
2014,2,makawanpur,302.25,31.0,288.85,21.9,2,,
2014,2,myagdi,306.75714285714287,53.0,287.5571428571429,148.8,7,28.4,83.6
2014,2,parsa,326.5,80.0,285.7,25.0,1,,
2014,2,rasuwa,308.1,42.0,295.9,11.1,1,28.1,85.3
2014,2,rukum,307.375,49.5,292.85,170.1,4,28.65,82.35
2014,2,sankhuwasabha,309.6,51.6,289.0,122.0,5,27.3,87.3
2014,2,sindhupalchok,312.25714285714287,60.71428571428572,288.9857142857143,232.8,7,,
2014,2,solukhumbu,303.2,41.0,292.6,10.1,1,28.0,86.8
2014,2,taplejung,312.175,61.833333333333336,284.7,459.1,12,27.4,87.7
2014,2,terhathum,357.93333333333334,94.33333333333331,305.1333333333333,367.6,3,27.1,87.5
2014,2,udayapur,300.2,10.0,280.5,3.4,1,26.9,86.5
2014,3,baitadi,318.7,47.0,304.4,8.5,1,29.5,80.5
2014,3,bajhang,309.3,53.0,292.9,9.1,1,,
2014,3,bajura,308.70000000000005,40.0,294.45,14.4,2,,
2014,3,bara,320.84,56.08,302.70399999999995,354.2,25,27.15,84.95
2014,3,bardiya,318.6777777777777,66.77777777777777,301.68888888888887,107.8,9,28.45,81.3
2014,3,bhojpur,317.0,63.71428571428572,299.6714285714285,83.7,7,,
2014,3,chitawan,330.6064516129032,68.90322580645162,302.9032258064516,3085.1,62,27.7,84.4
2014,3,dang,318.0,52.85714285714285,304.0285714285714,65.4,7,28.05,82.4
2014,3,dhading,315.15,49.5,297.65,33.0,2,27.7,85.2
2014,3,dhankuta,317.9125,70.25,301.1625,119.8,8,27.0,87.3
2014,3,dhanusha,315.2125,61.75,300.475,73.5,8,,
2014,3,dolakha,306.3,56.0,278.3,20.5,1,,
2014,3,gorkha,310.6,43.0,296.6,5.2,1,28.0,84.6
2014,3,ilam,319.8333333333333,58.66666666666666,303.43333333333334,41.5,3,26.9,88.0
2014,3,jajarkot,317.975,55.0,300.4,44.1,4,,
2014,3,jhapa,317.1,43.0,301.7,6.3,1,26.7,87.9
2014,3,kalikot,301.1,38.0,290.6,5.8,1,,
2014,3,kanchanpur,319.65000000000003,72.16666666666667,297.53333333333336,78.6,6,29.0,80.2
2014,3,kapilbastu,320.66,69.4,305.22,76.0,5,,
2014,3,khotang,318.76666666666665,44.0,302.1666666666667,50.3,3,,
2014,3,lamjung,320.4,76.0,297.65,41.7,2,28.3,84.4
2014,3,mahottari,317.2368421052632,52.578947368421055,300.4526315789474,253.7,19,26.7,85.8
2014,3,makawanpur,320.5222222222222,59.0,300.1777777777777,196.6,9,,
2014,3,morang,318.6,48.5,304.35,17.5,2,26.5,87.3
2014,3,myagdi,312.14,58.6,292.42,61.4,5,28.4,83.6
2014,3,nawalparasi,318.26666666666665,56.5,303.3,87.30000000000001,6,27.6,84.0
2014,3,panchthar,315.0,56.71428571428572,297.62857142857143,280.5,14,,
2014,3,parsa,325.63650793650794,64.7936507936508,304.484126984127,2025.5,63,,
2014,3,rasuwa,307.8,57.0,280.2,19.2,1,28.1,85.3
2014,3,rautahat,323.5842105263158,61.47368421052632,302.14736842105265,428.9,19,,
2014,3,rolpa,313.0,30.0,299.1,11.2,1,,
2014,3,rukum,314.93333333333334,63.333333333333336,300.2333333333333,114.0,3,28.65,82.35
2014,3,sankhuwasabha,307.1,52.0,293.15,53.0,2,27.3,87.3
2014,3,saptari,318.39090909090913,63.81818181818182,302.5,147.6,11,26.6,86.8
2014,3,sarlahi,323.44705882352946,60.0,305.0764705882353,248.6,17,27.0,85.45
2014,3,sindhuli,318.24,59.6,304.4,87.69999999999999,5,27.2,85.9
2014,3,siraha,320.43333333333334,53.66666666666666,302.56666666666666,41.4,3,,
2014,3,solukhumbu,303.9,30.0,289.9,5.8,1,28.0,86.8
2014,3,sunsari,314.5,60.6,298.43999999999994,53.4,5,26.75,87.3
2014,3,surkhet,321.1666666666667,57.66666666666666,300.1333333333333,40.7,3,28.75,81.4
2014,3,syangja,325.8,72.5,308.55,34.7,2,28.0,83.85
2014,3,tanahu,317.15,64.5,296.3,17.200000000000003,2,,
2014,3,taplejung,313.8833333333333,53.833333333333336,293.75,228.0,6,27.4,87.7
2014,3,terhathum,317.225,62.0,297.1625,220.2,8,27.1,87.5
2014,3,udayapur,318.2390243902439,58.19512195121951,302.84878048780485,564.1,41,26.9,86.5
2014,4,achham,318.5090909090909,58.0,302.08181818181816,139.7,11,,
2014,4,arghakhanchi,311.8565217391304,52.82608695652174,297.504347826087,189.9,23,27.9,83.2
2014,4,baglung,326.8,69.0,306.65,31.9,2,28.3,83.6
2014,4,baitadi,322.8,58.0,306.7,9.3,1,29.5,80.5
2014,4,bajhang,317.2,58.0,298.8333333333333,90.1,3,,
2014,4,bajura,314.7,49.0,300.9,12.9,1,,
2014,4,banke,321.20917431192663,59.28440366972477,305.38715596330275,1362.7,109,28.1,81.7
2014,4,bara,323.8961538461538,57.57692307692308,307.1,361.4,26,27.15,84.95
2014,4,bardiya,322.18225806451613,62.935483870967744,306.9548387096774,832.8,62,28.45,81.3
2014,4,bhojpur,319.5225806451613,61.54838709677419,301.33870967741933,536.1,31,,
2014,4,chitawan,321.383185840708,60.2566371681416,303.4132743362832,1880.0,113,27.7,84.4
2014,4,dadeldhura,315.2857142857143,48.71428571428572,302.2857142857143,78.7,7,29.3,80.6
2014,4,dailekh,316.3181818181818,60.54545454545455,300.58181818181816,151.1,11,28.8,81.7
2014,4,dang,318.74271844660194,63.49514563106796,303.073786407767,1207.0,103,28.05,82.4
2014,4,darchula,317.15,48.5,301.0,21.0,2,29.9,80.6
2014,4,dhading,317.6666666666667,54.85714285714285,300.18571428571425,213.6,21,27.7,85.2
2014,4,dhankuta,319.8314285714286,60.4,302.81142857142856,540.5,35,27.0,87.3
2014,4,dhanusha,324.44444444444446,60.888888888888886,308.2111111111111,109.5,9,,
2014,4,dolakha,319.21666666666664,64.0,300.02500000000003,171.7,12,,
2014,4,doti,317.1363636363636,56.31818181818182,300.9909090909091,434.0,22,29.3,80.95
2014,4,gorkha,318.7625,64.25,301.35,104.7,8,28.0,84.6
2014,4,gulmi,310.3,57.5,292.85,214.4,12,28.1,83.2
2014,4,humla,310.9,37.5,296.15,21.7,2,30.0,81.8
2014,4,ilam,314.4,59.86666666666667,299.52666666666664,138.6,15,26.9,88.0
2014,4,jajarkot,316.35,49.75,299.375,44.5,4,,
2014,4,jhapa,323.2333333333333,75.66666666666667,303.6333333333333,63.2,3,26.7,87.9
2014,4,kabhrepalanchok,323.15,63.0,303.15,31.5,2,,
2014,4,kailali,324.4478260869565,57.82608695652174,306.31304347826085,352.5,23,28.7,80.8
2014,4,kalikot,320.0,32.0,300.0,22.6,1,,
2014,4,kanchanpur,324.9830508474576,62.33898305084746,305.7389830508474,1365.4,59,29.0,80.2
2014,4,kapilbastu,320.5590909090909,63.40909090909091,304.8181818181818,871.3,66,,
2014,4,kaski,306.425,45.0,293.625,30.9,4,28.2,83.9
2014,4,khotang,316.865625,58.03125,300.90625,464.6,32,,
2014,4,lalitpur,317.85,48.75,301.3,36.5,4,27.63,85.33
2014,4,lamjung,311.9,26.0,298.7,10.6,1,28.3,84.4
2014,4,mahottari,320.975,62.375,305.1625,81.5,8,26.7,85.8
2014,4,makawanpur,317.9702380952381,56.892857142857146,300.6309523809524,1567.0,84,,
2014,4,morang,320.94375,64.75,303.58125,227.7,16,26.5,87.3
2014,4,myagdi,327.2,48.0,307.6,17.0,1,28.4,83.6
2014,4,nawalparasi,319.98219178082195,52.67123287671233,303.23972602739724,952.3,73,27.6,84.0
2014,4,nuwakot,321.6333333333334,64.66666666666667,303.2333333333333,34.7,3,27.85,85.25
2014,4,okhaldhunga,317.75142857142856,63.82857142857143,298.7371428571428,757.4,35,27.3,86.5
2014,4,palpa,318.9294117647059,49.294117647058826,302.41764705882355,293.6,17,27.9,83.5
2014,4,panchthar,318.1432432432432,62.4054054054054,298.4783783783784,676.2,37,,
2014,4,parsa,324.74666666666667,60.75555555555555,306.9311111111111,1333.1,90,,
2014,4,pyuthan,316.5,63.09090909090909,299.51363636363635,325.0,22,,
2014,4,ramechhap,313.35,66.0,298.35,30.2,2,,
2014,4,rasuwa,330.95714285714286,79.14285714285714,300.3142857142857,295.40000000000003,7,28.1,85.3
2014,4,rautahat,323.89375,54.375,309.08125,165.0,16,,
2014,4,rukum,319.48,59.2,299.28000000000003,120.2,5,28.65,82.35
2014,4,rupandehi,319.01666666666665,54.833333333333336,302.8777777777778,190.9,18,27.57,83.47
2014,4,salyan,319.5,61.63157894736842,301.8666666666667,1189.0,57,28.4,82.1
2014,4,sankhuwasabha,315.9875,48.625,294.775,175.1,8,27.3,87.3
2014,4,saptari,328.06000000000006,66.2,310.04,56.8,5,26.6,86.8
2014,4,sarlahi,321.355,61.65,306.235,199.1,20,27.0,85.45
2014,4,sindhuli,317.7666666666667,55.57407407407408,301.2574074074074,685.0,54,27.2,85.9
2014,4,siraha,323.85,39.5,310.15,15.5,2,,
2014,4,sunsari,326.60909090909087,58.81818181818182,306.3363636363636,195.1,11,26.75,87.3
2014,4,surkhet,321.45762711864404,65.05084745762711,303.3186440677966,1015.3,59,28.75,81.4
2014,4,syangja,324.35,62.71428571428572,303.4357142857143,275.90000000000003,14,28.0,83.85
2014,4,tanahu,318.8375,56.675,303.51,435.9,40,,
2014,4,taplejung,330.03333333333336,74.44444444444444,295.3666666666667,571.9,9,27.4,87.7
2014,4,terhathum,326.02000000000004,74.86666666666666,301.44666666666666,716.3000000000001,15,27.1,87.5
2014,4,udayapur,319.43529411764706,60.25490196078432,302.6392156862745,669.5,51,26.9,86.5
2014,5,achham,322.06486486486483,68.29729729729729,302.9162162162162,615.8,37,,
2014,5,arghakhanchi,320.2142857142857,68.57142857142857,301.4238095238095,477.7,21,27.9,83.2
2014,5,baglung,314.12,77.4,293.6,100.8,5,28.3,83.6
2014,5,baitadi,318.05625,53.1875,303.275,226.4,16,29.5,80.5
2014,5,bajhang,320.3,45.0,304.35,29.4,2,,
2014,5,bajura,317.25454545454545,53.45454545454545,298.9636363636364,198.7,11,,
2014,5,banke,326.56981132075475,65.0754716981132,308.4132075471698,846.6,53,28.1,81.7
