YEAR,MONTH,DISTRICT,Brightness,Confidence,ThermalData,FRP,Fire_Count
2013,3,BARA,323.5388888888889,54.44444444444444,305.0777777777778,243.6,18
2013,3,BHOJPUR,301.5,41.0,289.1,6.3,1
2013,3,CHITAWAN,322.5261538461539,62.56923076923077,302.5276923076923,1460.9,65
2013,3,DANG,311.5,80.5,296.15,18.7,2
2013,3,DHADING,319.23333333333335,60.666666666666664,296.7,55.099999999999994,3
2013,3,DHANKUTA,315.4,53.0,302.2,6.3,1
2013,3,DHANUSHA,323.4,61.92307692307692,307.4846153846154,152.6,13
2013,3,DOLPA,308.45000000000005,39.5,294.35,53.099999999999994,2
2013,3,DOTI,319.2,73.0,301.8,11.9,1
2013,3,GORKHA,309.9,37.5,296.4,11.3,2
2013,3,JAJARKOT,324.0,70.0,304.15,30.6,2
2013,3,JHAPA,326.65,54.5,306.95,26.2,2
2013,3,KALIKOT,311.3,51.0,295.4,10.7,1
2013,3,KANCHANPUR,320.17777777777775,67.88888888888889,300.09999999999997,995.5,27
2013,3,LAMJUNG,309.7,55.0,294.6,22.3,1
2013,3,MAHOTTARI,322.43333333333334,66.16666666666667,304.1222222222222,245.1,18
2013,3,MAKAWANPUR,324.2421052631579,56.1578947368421,303.5736842105263,355.90000000000003,19
2013,3,MANANG,312.1,26.0,293.8,13.7,1
2013,3,MORANG,318.14,52.3,298.23,124.6,10
2013,3,MUGU,326.0,57.0,301.90000000000003,79.1,3
2013,3,MYAGDI,310.0,60.0,292.6,15.0,1
2013,3,NAWALPARASI,323.56,70.6,301.34000000000003,101.9,5
2013,3,PALPA,310.7,31.0,297.9,5.0,1
2013,3,PARSA,320.4534351145038,58.58015267175573,302.0847328244275,2579.9,131
2013,3,RASUWA,315.26666666666665,50.0,293.46666666666664,63.7,3
2013,3,RAUTAHAT,322.8066666666667,60.666666666666664,304.53333333333336,279.9,15
2013,3,RUKUM,312.7,49.0,293.15,17.2,2
2013,3,SANKHUWASABHA,314.5333333333333,61.666666666666664,289.6666666666667,69.4,3
2013,3,SAPTARI,321.46,59.0,306.21999999999997,49.8,5
2013,3,SARLAHI,329.0785714285715,67.0,308.37142857142857,274.5,14
2013,3,SINDHULI,314.71666666666664,49.0,299.93333333333334,47.900000000000006,6
2013,3,SIRAHA,324.025,61.75,308.675,35.8,4
2013,3,SUNSARI,301.4,41.0,291.1,10.7,1
